precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,accuracy,precision_wavg,recall_wavg,f1_wavg,support_wavg
0.71280276816609,0.9471264367816092,0.8134254689042448,435,0.916058394160584,0.6019184652278178,0.7264833574529668,417,0.778169014084507,0.8122835146915641,0.778169014084507,0.7708728157643587,852
0.6800670016750419,0.9620853080568721,0.7968596663395486,422,0.9372549019607843,0.5558139534883721,0.6978102189781022,430,0.7570422535211268,0.8098684067488321,0.7570422535211268,0.7468699217791942,852
0.7029360967184801,0.9334862385321101,0.8019704433497536,436,0.8937728937728938,0.5865384615384616,0.7082728592162555,416,0.7640845070422535,0.7961146267356587,0.7640845070422535,0.75622138818598,852
0.7162162162162162,0.9724770642201835,0.8249027237354087,436,0.9538461538461539,0.5961538461538461,0.7337278106508875,416,0.7887323943661971,0.8322421012561858,0.7887323943661971,0.7803853952809947,852
0.7246127366609294,0.9745370370370371,0.8311944718657455,432,0.959409594095941,0.6190476190476191,0.7525325615050651,420,0.7992957746478874,0.8403576663824139,0.7992957746478874,0.7924174738006213,852
0.7001733102253033,0.9461358313817331,0.804780876494024,427,0.9163636363636364,0.5929411764705882,0.72,425,0.7699530516431925,0.8080147287802231,0.7699530516431925,0.7624899463180144,852
0.7206611570247934,0.9519650655021834,0.8203198494825964,458,0.9109311740890689,0.5710659898477157,0.7020280811232449,394,0.7758215962441315,0.8086498738362071,0.7758215962441315,0.7656168486215817,852
0.6937394247038917,0.9647058823529412,0.8070866141732285,425,0.9425287356321839,0.5761124121779859,0.7151162790697674,427,0.7699530516431925,0.8184260864015217,0.7699530516431925,0.7609935002187943,852
0.69,0.9583333333333334,0.8023255813953488,432,0.9285714285714286,0.5571428571428572,0.6964285714285714,420,0.7605633802816901,0.8076056338028168,0.7605633802816901,0.7501228300032754,852
0.7323481116584565,0.9674620390455532,0.8336448598130842,461,0.9382716049382716,0.5831202046035806,0.7192429022082019,391,0.7910798122065728,0.8268505598655078,0.7910798122065728,0.7811434919451158,852
0.7074468085106383,0.9279069767441861,0.8028169014084506,430,0.8923611111111112,0.6090047393364929,0.723943661971831,422,0.7699530516431925,0.7990358175451447,0.7699530516431925,0.7637505785889044,852
0.6751700680272109,0.9543269230769231,0.7908366533864543,416,0.928030303030303,0.5619266055045872,0.7,436,0.7535211267605634,0.8045680286625961,0.7535211267605634,0.7443521687896303,852
0.708904109589041,0.9627906976744186,0.8165680473372781,430,0.9402985074626866,0.5971563981042654,0.7304347826086957,422,0.7816901408450704,0.8235149498504007,0.7816901408450704,0.7739057964975341,852
0.7,0.9582366589327146,0.8090107737512242,431,0.9312977099236641,0.5795724465558195,0.7144948755490482,421,0.7711267605633803,0.81429147403505,0.7711267605633803,0.7623074954142334,852
0.7118055555555556,0.9447004608294931,0.8118811881188118,434,0.9130434782608695,0.6028708133971292,0.7262247838616716,418,0.7769953051643192,0.8105349589485382,0.7769953051643192,0.7698572714762242,852
0.6717171717171717,0.9708029197080292,0.7940298507462686,411,0.9534883720930233,0.5578231292517006,0.7038626609442059,441,0.7570422535211268,0.817563532475095,0.7570422535211268,0.7473588053205531,852
0.6701388888888888,0.9391727493917275,0.7821681864235055,411,0.9094202898550725,0.5691609977324263,0.7001394700139469,441,0.7476525821596244,0.7939922900932163,0.7476525821596244,0.7397096606763045,852
0.6764705882352942,0.9513381995133819,0.7906976744186047,411,0.927007299270073,0.5759637188208617,0.7104895104895106,441,0.7570422535211268,0.8061498013413241,0.7570422535211268,0.7491814768919257,852
0.7280701754385965,0.9496567505720824,0.8242303872889771,437,0.9219858156028369,0.6265060240963856,0.7460545193687231,415,0.7922535211267606,0.8225243898378449,0.7922535211267606,0.7861517661775858,852
0.7,0.9567198177676538,0.8084696823869104,439,0.9246031746031746,0.5641646489104116,0.7007518796992481,413,0.7664319248826291,0.8088745435576421,0.7664319248826291,0.7562543625394873,852
